"","Text","Text_Tag","Author","Date","Label"
"2065","Hillary stood up for universal health care when almost no one else would, and kept standing till 6-million kids had coverage.","health-care","Pamella Schuelcke","2017/11/05","FAKE"
"2066","Hillary's baby bond proposal would give $5,000 to each of the 4-million babies born in the U.S. each year, totaling $20-billion per year, multiplied by four years = $80-billion.","federal-budget","Myriam Swinfen","2018/04/06","FAKE"
"2067","Hillary's main extracurricular activity in law school was helping the Black Panthers, on trial in Connecticut for torturing and killing a federal agent.","candidates-biography","Rozanne Huckle","2018/11/23","FAKE"
"2068","Hillsboroughs Public Transportation Commission has a rule that says cabbies have to wear socks. I mean, please. Come on.","government-efficiency","Calvin Joules","2018/05/04","REAL"
"2069","His biography says he was the top ROTC officer in the nation.","candidates-biography","Cristabel Colleton","2017/01/16","REAL"
"2070","Hispanic students in Florida perform the best of any Hispanic population in the United States.","diversity,education","Brooks Swinnerton","2017/03/20","FAKE"
"2071","Hispanic unemployment has been ticking down from an all-time high of 13.9 percent because of the policies weve implemented.","economy,jobs,stimulus","Merola Cobson","2017/09/27","FAKE"
"2072","Historically, Senate ratification of arms control treaties has been bipartisan.","foreign-policy,military,abc-news-week","Gilligan Tankin","2017/07/23","REAL"
"2073","Historically, the Social Security tax has been assessed on about 90% of U.S. income. Now it captures 83% because theres been such a growth of income among the highest earners.","debt,federal-budget,history,social-security,taxes,wealth","Horacio Esser","2017/07/10","FAKE"
"2074","History tells us that job growth always lags behind economic growth.","economy","Joshua McCotter","2017/07/27","REAL"
"2075","Hitler abolished unions and thats what Wisconsin Gov. Scott Walker is doing today.","labor,state-budget","Humfried Blackler","2018/07/11","FAKE"
"2076","Hitler didnt want unions. Stalin didnt want unions. Mubarak didnt want independent unions. These autocrats in history dont want independent unions.","jobs,labor,message-machine","Bent Carillo","2018/04/28","REAL"
"2077","HIV/AIDS among women is skyrocketing in Austin.","city-budget,city-government,health-care,public-health,women","Solomon Galbreth","2017/08/13","FAKE"
"2078","HIV/AIDS is dramatically on the rise in the U.S. South.","gays-and-lesbians,health-care,states","Marve Tryme","2018/05/16","REAL"
"2079","Hobby Lobby provided this (birth control) coverage before they decided to drop it to file suit.","health-care,supreme-court","Chauncey Dybald","2018/08/03","REAL"
"2080","Holding up a BlackBerry, McCain campaign adviser says, ""youre looking at the miracle John McCain helped create.""","candidates-biography,technology","Bart Moseley","2017/12/17","FAKE"
"2081","Hollywood is #1 in Broward homicides in 2013. Thanks Chief Fernandez!","city-government,crime","Kimmi Flag","2018/01/10","FAKE"
"2082","Homeopathy, acupuncture and aromatherapy have been given elevated legitimacy under the Affordable Care Act.","corrections-and-updates,health-care","Kelli Labrum","2017/04/02","FAKE"
"2083","Homicides against blacks have tripled since Floridas stand your ground law has been in existence.","crime,criminal-justice,diversity","Dyann Ferrea","2017/10/09","FAKE"
"2084","Homosexual behavior cuts your lifeby about 20 years.","gays-and-lesbians,health-care,sexuality","Renae Deathridge","2018/03/08","FAKE"
"2085","Honduras bans citizens from owning guns and has the highest homicide rate in the entire world. Switzerland, with a similar population, requires citizens to own guns and has the lowest homicide rate in the entire world.","crime","Jecho Seacombe","2018/01/31","FAKE"
"2086","Horse racing could boost Georgias economy by $1 billion a year and create 10,000 to 20,000 jobs.","economy,gambling","Winni Bollands","2017/10/20","FAKE"
"2087","Hospitals have already begun layoffs, a direct result of Republican inaction on Medicaid expansion.","health-care,medicaid,state-budget","Levin Ernke","2017/08/18","FAKE"
"2088","House Appropriations Chair David Obey's partial earmark ban wouldn't apply to 90% of earmarks.","federal-budget","Delaney Kezor","2018/04/24","REAL"
"2089","House Bill 2301 never had a public hearing","education","Derick Finey","2017/10/09","REAL"
"2090","House Republican plan would increase costs for Oregon seniors by $6,000 with health care vouchers instead of Medicare","federal-budget,medicare","Elinore Baniard","2017/11/09","REAL"
"2091","House Republicans just passed a bill that makes it legal for single mothers to be fired by their employers.","congress,women","Adelind Veighey","2017/05/09","FAKE"
"2092","House Republicans pledged to introduce a bill to reform Americas health care system, but ""the 'party of no' has . . . failed to produce legislation.""","health-care","Dov Sarver","2017/03/14","FAKE"
"2093","House Republicans required the use of Styrofoam cups in House cafeterias that are part of Koch Industries.","congressional-rules","Kaia Brassill","2017/08/16","FAKE"
"2094","House Republicans who complained they didnt have enough time to consider a constitutional ban against oil drilling shoved through a proposal in just a few days to open state waters to oil drilling.","energy,environment,oil-spill","Warren Dockree","2018/04/16","REAL"
"2095","House Speaker Dean Cannon says that freshmen lawmakers account for one-third of the 120-member House, and that two-thirds of the chamber have two years or less experience.","elections","Moyra Struthers","2017/04/01","REAL"
"2096","House Speaker Nancy Pelosi said this week that the Democrats have to pass their terrible health care bill so that the American people can actually find out what's in it.","health-care","Yuma Peetermann","2017/12/27","REAL"
"2097","Household income in America has gone down for families an average of $4,000 in the last four years while it went up $5,000 under Mitt Romney when he was governor of Massachusetts","economy,federal-budget,income,job-accomplishments,state-finances","Danella Abad","2017/01/10","FAKE"
"2098","Housing prices dropped for the 30 months prior to Barack Obama taking office, and they have stabilized, theyve been about flat since the president came in.","economy,housing","Zacharie Parmiter","2017/04/28","FAKE"
"2099","Houston suffered $1.7 billion in operating losses under Mayor Bill White.","economy,government-efficiency,message-machine,taxes","Katerina Jennemann","2018/03/12","FAKE"
"2100","How do Jeb Bush and Donald Trump differ on immigration? Spoiler alert: They dont.","immigration","Wildon Moncaster","2017/02/20","FAKE"
"2101","How is a misogynist bigot of epic proportions (like U.S. Rep. Steven Smith) allowed to serve?","congress,states","Caye Jeannesson","2017/04/30","FAKE"
"2102","How many concerts would Taylor Swift have to perform to pay off one day of interest on our national debt? She would have to perform every day for three years.","debt","Frieda Kersting","2017/12/22","REAL"
"2103","However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific.","jobs","Berget Duplock","2017/03/05","FAKE"
"2104","Huckabee ""granted 1,033 pardons and commutations . . . more clemencies than the previous three governors combined.""","crime","Kristoffer Harrema","2017/12/17","REAL"
"2105","Huckabee ""was one of the highest taxing governors that we had in this country and rivaling Bill Clinton in terms of the Cato ratings.""","taxes","Dunstan Leonardi","2017/01/30","REAL"
"2106","Huckabee supported a tuition break to the children of illegals that are here illegally when citizens are having to pay a higher rate.","education,immigration","Bart Moseley","2017/03/10","FAKE"
"2107","Human activity is not causing these dramatic changes to our climate.","climate-change,corrections-and-updates,energy,environment,science","Marwin Armell","2018/10/31","FAKE"
"2108","Human error, such as skipping a community in the Wisconsin Supreme Court race, is common in (the vote-tabulation) process.","elections","Justin Ciciura","2017/11/11","FAKE"
"2109","Human trafficking is the third-biggest criminal enterprise in the world.","crime,human-rights","Dal Levesque","2018/06/01","REAL"
"2110","Hundreds of thousands of (illegal immigrants are) going to state and federal penitentiaries.","crime,immigration","Archer Markwick","2017/07/21","FAKE"
"2111","Hurricane Sandy, the most destructive Atlantic storm ever.","climate-change,environment,weather","Fergus Dearn","2018/07/25","FAKE"
"2112","Husbands rarely beat up their wives. Single women get beaten up more.","crime,pundits","Harwilll Roskeilly","2017/08/26","FAKE"
"2113","Hydrogen sulfide . . . [was] used in the genocide of Jews in Germany.","environment,government-regulation,public-health,public-safety,science","Malia Barracks","2018/04/28","FAKE"
"2114","Hypocrisy at the Clinton Foundation: Top male staff made on average $218,029 while top female staff made $153,014 from 2010-2014.","candidates-biography,women,workers","Carmita Mitcheson","2017/02/03","FAKE"
"2115","I actually started criticizing the war in Iraq before (Obama) did.","iraq","Rand Ondrus","2017/08/22","FAKE"
"2116","I am a candidate. I have not withdrawn.","elections","Neilla Tallant","2018/11/25","REAL"
"2117","I am every year the No.1 pick of all of the law enforcement agencies within Texas.","candidates-biography,crime,criminal-justice","Loise Olivelli","2017/03/18","FAKE"
"2118","I am the first Latina to run for governor of Texas.","candidates-biography,diversity,elections,history","Olivette Harragin","2018/01/11","FAKE"
"2119","I am the only candidate for lieutenant governor to oppose in-state tuition for illegal immigrants.","education,immigration","Lulita Mallia","2018/11/14","FAKE"
"2120","I am the only candidate that has endorsed Bernie Sanders for President. In PA, Ive got Bernies back.","elections","Trever Loadman","2017/11/21","REAL"
"2121","I am the only candidate who ran in either primary who said, I will not raise taxes on the middle class.","taxes","Marsiella Pyvis","2018/02/23","FAKE"
"2122","I am the only candidate who ran in either the Democratic or the Republican primary who said from the very beginning (that) I will not raise taxes on the middle class.","income,taxes","Violante Kibbe","2018/06/16","FAKE"
"2123","I am the only person in this field who is against amnesty. Every other person in this field wants to allow people who are here illegally to be able to stay here, in one form or another.","immigration","Heidi Chomicz","2017/12/11","FAKE"
