Text;Text_Tag;Author;Date;Label
The NRA supported background checks...;guns;Nerita Wessell;2018/01/03;REAL
A tax plan promoted by North Carolina Senate candidate Thom Tillis will overwhelmingly benefit the wealthy.;state-budget,state-finances,taxes,welfare;Tyrone Dean;2018/01/03;REAL
Prior to 1962, everybody prayed before school started, and the Bible was the principal textbook in all schools.;religion,supreme-court;Kordula Hartburn;2017/04/13;FAKE
A DeKalb sewer project will create up to 4,000 direct jobs per year at peak production, many of which will be set aside exclusively for DeKalb residents.;water;Bing Le Grand;2017/08/09;REAL
"Romney said ""'No' to in-state tuition"" for illegal immigrants.";immigration;Reynard Giorgiutti;2017/02/17;REAL
You cant give a child an aspirin in school without permission. You cant do any kind of medication, but we can secretly take the child off and have an abortion.;abortion,health-care;Tabina Eliot;2017/09/25;REAL
Twenty percent of single adults, ages 21 to 25 with no kids, are not working or even in school trying to find a job.;children,education,federal-budget,jobs,poverty,taxes;Tab Catlow;2017/04/18;FAKE
On torture.;military;Durante Lapthorne;2018/12/02;REAL
Says drug cartels are using social media to offer rebates so more children from Central America get smuggled to the United States.;children,corrections-and-updates,crime,immigration;Daisie O'Cahill;2017/12/21;FAKE
President Obama plans to impose a tax of at least 23 percent on the Medicare prescription drug benefit for low-income beneficiaries.;health-care,medicaid,medicare,taxes;Tiffi Marquand;2018/01/12;FAKE
Says Danny Tarkanian is NRA FRated.;guns;Walsh Cullon;2018/04/27;FAKE
The United States stopped plans to build a missile defense shield in Eastern Europe as a gift to Russia.;foreign-policy;Kori Darrow;2017/04/18;FAKE
Says Steve Kagen promised us jobs, voting for the $787 billion stimulus. Cost: another 77,000 jobs lost.;jobs,message-machine,stimulus;Floyd Fiddiman;2018/04/26;FAKE
On delaying a health care mandate on business.;health-care,jobs;Lucius Humbatch;2017/05/21;FAKE
Georgias civil forfeiture laws are among the worst in the country and the very worst in the South.;criminal-justice,legal-issues;Austine Banbridge;2017/05/09;REAL
Gas prices have gone up 99 percent since Obama became president, the highest gas price increase since Carter.;economy,energy,gas-prices;Minnnie Bellefonte;2018/09/19;FAKE
Romney would turn Medicare into a voucher program.;debates,medicare;Quintus Tittershill;2018/12/08;REAL
A report just came out that if we continue with President Obamas policies, were looking at over 9 percent unemployment next year in the fourth quarter.;economy,federal-budget,jobs;Daveen Heaphy;2018/08/02;FAKE
Forty-six states have a line-item veto for the governor.;government-efficiency;Binky Leemans;2017/07/25;REAL
On the way the federal government should spend Floridas rejected high-speed rail money.;economy,federal-budget,taxes,transportation;Allyson Sangster;2017/08/16;FAKE
According to (Barack) Obamas newest unconstitutionally enacted law, health care professionals are now required to violate HIPAA privacy laws and submit medical data to the government, which is then used as justification for gun confiscation.;guns,health-care,privacy;Henderson Greder;2018/10/06;FAKE
Mike Huckabee raised taxes on dog groomers!;taxes;Charlotte Dracksford;2017/10/05;REAL
Says Jeb Bush happens to be where a majority of Republican voters areon giving legal status to illegal immigrants.;immigration;Albina Spinelli;2017/12/03;REAL
Massachusetts has less than 1 percent of our kids that are uninsured. You (Gov. Perry) have a million kids uninsured in Texas.;health-care,new-hampshire-2012,states;Harvey Brilleman;2017/11/03;REAL
Graduation and third-grade reading scores are up in the state since I took office.;education;Abdul Beadle;2018/10/12;REAL
At nearly 19 million people, the population of Florida is larger than all the earlier primary and caucus states combined.;diversity,elections;Cammi Skelton;2017/02/27;REAL
For every one ESD superintendent position, we can pay for three speech pathologists, or three special needs instructors, or three classroom teachers.;education,state-budget;Sharai Cubbit;2018/03/15;FAKE
75 percent of the (air traffic control) towers the Obama Administration is closing are located in Republican Congressional Districts.;federal-budget,transportation;Trina Branchett;2017/08/13;FAKE
Says Apple products are currently 90 percent conflict-free, and Intel is 100 percent conflict-free.;corporations,human-rights,technology;Felix Peasee;2017/06/06;FAKE
Crimea became part of Ukraine only in 1954. Crimea was historically part of Russia, and (Nikita) Khrushchev gave it to Ukraine in a gesture that mystified some people.;corrections-and-updates,foreign-policy,history,military;Arvy Alldridge;2017/05/30;REAL
Says he has a fiduciary responsibility to his business, his family and his employees to pay no more tax than legally required.;candidates-biography,financial-regulation,taxes;Chandal Tippett;2018/06/01;FAKE
The federal government could save $500 million annually by circulating $1 coins instead of $1 bills.;economy,federal-budget;Paul Style;2018/10/28;FAKE
During the (housing) crisis, Catherine Cortez Masto gave a sweetheart contract worth millions to a D.C. law firm that then donated thousands to her political campaigns.;candidates-biography,ethics;Alano Pighills;2018/03/03;FAKE
"Rick Scott ""was forced to resign as the head of a company that pled guilty to massive amounts of systematic fraud, including 14 felonies, leading to a historic $1.7 billion fine.""";candidates-biography,health-care;Jenn Blakeway;2017/09/05;REAL
Says the federal government restricts how much salt we can put on our food.;food-safety;Sacha Camamile;2017/08/25;FAKE
During the lead-up to the American Revolutionary War, some guy in Boston got his head blown off because he tried to secretly raise the tax on tea.;economy,history;Courtney Bandt;2017/10/09;FAKE
Proposed NClaw for body camera footage gives police broad authority to keep video footage secret even from individuals who are filmed.;after-the-fact,civil-rights,criminal-justice,public-safety,transparency;Flin Mager;2017/01/10;REAL
The wages of about 60,562 state and local government employees would be affected if the minimum wage is increased to $10.10 in Georgia, for a combined cost to taxpayers of more than $164 million annually.;economy;Kennith Hicks;2017/02/22;FAKE
"It doesn't make sense ""historically"" to drop out because the 1968 race was still competitive when ""Bobby Kennedy was assassinated in June in California.""";elections;Jarret Limbourne;2017/06/02;FAKE
Says he couldnt keep a 42-inch redfish he caught because of fishing rules.;oil-spill;Allix Kobieriecki;2018/05/18;REAL
Says opponent Kathie Tovo believes that Austin invests too much in the cops, firefighters and paramedics that protect our families and neighborhoods.;city-budget,city-government,public-safety;Zita Rolstone;2018/11/12;REAL
Newt Gingrich was fined $300,000 for ethics violations.;candidates-biography,corrections-and-updates,ethics,message-machine-2012;Marve Tryme;2017/11/01;REAL
The entirety of North America -- Canada, the United States and Mexico -- theres more known reserves in those three countries than in Russia and Saudi Arabia.;energy;Pincas Stapley;2017/12/24;FAKE
On the accuracy of state jobs numbers.;jobs;Charles Fesby;2017/10/04;FAKE
Right now we are at 90 percent health insurance covered. Thats the highest weve ever been in our country.;health-care;Hanna Dawber;2017/10/31;REAL
Roy Barnes proclaimed Mexican workers good for Georgia.;economy,immigration;Katerine Boldero;2018/07/02;FAKE
Says India gained jobs thanks to Romney.;candidates-biography,economy,message-machine-2012;Sascha Hamblen;2017/09/08;FAKE
Only 20 percent of Americans admit to being Republicans anymore.;elections;Myriam Swinfen;2017/10/07;REAL
Its costing every American who is insured $1,100 to pick up the cost of uncompensated care that goes on at the emergency room.;health-care;Karlen Jack;2018/10/05;FAKE
The No. 1 cause of death for African-American males15-34 is murder.;crime,criminal-justice;Bing Le Grand;2017/02/20;REAL
The United States has the highest incarceration rate in the world.;crime,criminal-justice;Joseito Park;2018/11/14;REAL
The national debt is on track to double during Obamas presidency.;debt,deficit,federal-budget;Marthena Radoux;2018/03/17;REAL
I've traveled the country advocating for the FairTax ...;taxes;Juli Seiler;2018/04/09;FAKE
Says under Mitt Romney, Massachusetts was 47th in job creation.;jobs;Issiah Lavall;2017/11/05;FAKE
Says Deborah Ross supports the Iran nuclear deal and the ransom it paid for hostages.;corrections-and-updates,foreign-policy,nuclear,states;Myrtie Joburn;2018/01/24;FAKE
Says Ron Johnson has essentially done nothing to fight heroin addiction and opioid abuse.;candidates-biography,drugs,homeland-security,immigration;Gracie Shefton;2017/02/20;FAKE
Virginia was named best managed state, best state for business and best state toraise a child while I was governor.;children,economy,education,elections,small-business;Ginelle Meineken;2017/05/09;REAL
The only years that anybodys ever seen of Donald Trumps tax returns showed he didnt pay any federal income tax.;candidates-biography,history,income,campaign-advertising,taxes,wealth;Melessa Limpertz;2018/10/30;FAKE
Says U.S. House candidate Carlos Curbelo supported raising flood insurance rates.;federal-budget,natural-disasters,water,weather;Nap Gooddy;2017/12/17;FAKE
Says some Planned Parenthood chapters have been selling the body parts of aborted fetuses for profit.;abortion,crime;Neall McShirrie;2017/10/09;FAKE
For middle-class families under the Baucus plan, 13 percent of what they make could be deducted directly from their paychecks . . . the so-called Max Tax.;health-care,pundits,taxes;Nerita Franzoli;2018/08/22;FAKE
The new 21st State Senate district was created in secret for Van Wanggaard. It was drawn within half a block of his house.;elections;Rosaline Harrinson;2017/06/15;REAL
Says unemployment tripled in Dane County due to Kathleen Falks tax policies;county-budget,county-government,economy,job-accomplishments,jobs;Jaime Duckering;2017/04/18;FAKE
Rhode Islands voter identification law was pushed by a black Democrat in the House, a black Democrat in the Senate. Thats a fact.;elections,pundits;Glenda Wadmore;2017/01/18;REAL
Jeff Greene only moved from California to Florida in the last two years. In fact, he would not legally be allowed to run for any other statewide office because he has not lived here long enough to meet the residency requirement.;candidates-biography;Pamella Schuelcke;2017/04/17;REAL
President Obama has increased the federal workforce 192,000 individuals -- about 10 percent since hes taken office -- while weve lost 2 million jobs.;federal-budget;Marthena Radoux;2017/05/17;FAKE
Says Alison Lundergan Grimes supports Obamacare, which cuts $700 billion from seniors Medicare.;health-care,medicare;Goldie Fairlam;2018/04/23;FAKE
